6948939684608	【百草味】每日坚果 混合果仁 750g (线下)	坚果炒货	果仁	每日坚果	66.72
6948939684615	【百草味】桂圆红枣枸杞茶130g	茶饮冲饮	茶饮	桂圆红枣枸杞茶	6.15
6948939684738	【百草味】一桶天下C（中兴通讯定制）1675g	礼盒	零食礼盒	一桶天下C(定制款）	62.15
6948939684806	【百草味】每日坚果赏樱版175g	坚果炒货	果仁	每日坚果	18.05
6948939684875	【百草味】坚果零食组合1067g	礼盒	零食礼盒	0	22.49
6948939684882	【百草味】坚果零食大礼包1527g（袋装）	礼盒	零食礼盒	0	41.51
6948939684929	【百草味】混合冻干水果30g*5包/袋	果干蜜饯枣	果干蜜饯	混合冻干水果	24.78
6948939684936	【百草味】黄桃罐头312g*4罐/包	糖果果冻	水果罐头	什锦罐头	15.88
6948939684943	【百草味】什锦罐头312g*4罐/包	糖果果冻	水果罐头	什锦罐头	16.28
6948939685292	【百草味】龙腾粽礼盒1090g(三角)	礼盒	粽子礼盒	口口粽礼盒	27.78
6948939685513	【百草味】红杏干50g*10包/袋	果干蜜饯枣	果干蜜饯	红杏干	18.93
6948939685537	【百草味】黄桃干60g*10包/袋	果干蜜饯枣	果干蜜饯	黄桃干	23.55
6948939685704	【百草味】零食大礼包863g（袋装）	礼盒	零食礼盒	零食大礼包（自封袋）	21.05
6970856370883	【好想你】380ml枣山楂	咖啡饮料	饮料	枣山楂	3.48
8801073140578	【进口零食】三养超辣鸡肉味拌面（方便面）700g	进口食品	方便速食	三养方便面	22.5
8801111186087	【进口食品】克丽安咖啡夹心条饼干144g	进口食品	饼干膨化	克丽安夹心条饼干	7.7
8801111186216	【进口食品】克丽安巧克力榛子威化饼干142g	进口食品	饼干膨化	克丽安榛子威化饼干	10.89
8801111186247	【进口食品】克丽安奶油榛子威化饼干142g	进口食品	饼干膨化	克丽安威化饼干	8.5
8801111186582	【进口零食】可瑞安小苏打饼干56g	进口食品	饼干膨化	可瑞安小苏打饼干	2.88
8801111614566	【进口食品】克丽安太口饼干280g	进口食品	饼干膨化	克丽安太口饼干	10.3
8801906168304	【进口食品】趣莱福蒜味虾片240g	进口食品	饼干膨化	趣莱福虾片	28
8802876203651	【进口零食】九日牌炒年糕条（红）100g	进口食品	饼干膨化	九日牌炒年糕条	5.5
8802876203736	【进口食品】九日牌蜂蜜黄油薯片60g	进口食品	饼干膨化	九日牌薯片	7.5
8809510350016	【进口零食】九日迷你海苔16g	进口食品	海味零食	九日迷你海苔	7
8852959007706	【进口食品】味祖椰子卷（饼干）100g	进口食品	饼干膨化	味祖椰子卷	12
8853930001225	【进口食品】状元牌鱼松黑莓果黑米脆饼100g	进口食品	饼干膨化	状元牌鱼松黑莓果黑米脆饼	9.5
8993175537391	【进口食品】丽巧克纳宝帝奶酪威化饼干200g	进口食品	饼干膨化	纳宝帝威化饼干	7.31
8993175537469	【进口零食】丽芝士纳宝帝奶酪威化饼干	进口食品	饼干膨化	纳宝帝威化饼干	3.66
8993175540698	【进口零食】丽巧克纳宝帝香草牛奶味威化饼干200g	进口食品	饼干膨化	纳宝帝威化饼干	8.4
8994834005114	【进口食品】Gemez小鸡干脆面（烧烤鸡肉味）64g	进口食品	方便速食	Gemez小鸡干脆面	4.4
8994963000363	【进口零食】营多捞面（原味）方便面516g	进口食品	方便速食	营多捞面	8.78
8997788990611	【进口零食】啪啪通虾片(海苔味)40g	进口食品	饼干膨化	啪啪通虾片	4.6
8997788990628	【进口零食】啪啪通虾片(冬荫功味)40g	进口食品	饼干膨化	啪啪通虾片	4.6
8997788990635	【进口零食】啪啪通虾片(原味)40g	进口食品	饼干膨化	啪啪通虾片	4.6
8997788996606	【进口零食】啪啪通木薯脆片(原味)50g	进口食品	饼干膨化	啪啪通木薯脆片	4.6
8997788996613	【进口零食】啪啪通木薯脆片(火辣味)50g	进口食品	饼干膨化	啪啪通木薯脆片	4.6
8997788996651	【进口零食】啪啪通木薯脆片(洋葱鸡味)50g	进口食品	饼干膨化	啪啪通木薯脆片	4.6
6948939675934	【百草味】酸奶果粒块54gx2盒	果干蜜饯枣	果干蜜饯	果粒酸奶块	17.98
6948939675941	【百草味】手撕素肉（烧烤味）200gx3袋	豆干蔬菜	豆干制品	手撕素肉	19.94
6948939675958	【百草味】山楂条228gx4袋	果干蜜饯枣	山楂类制品	山楂卷	16.36
6948939675965	【百草味】山药片（香辣味）45gx6袋	饼干膨化	膨化	山药脆片	10.73
6948939675972	【百草味】泡椒猪皮200gx2袋	肉类卤味	猪肉	泡椒猪皮	12.92
6948939675989	【百草味】牛轧饼干（香葱味）200gx2袋	饼干膨化	饼干	牛轧饼干	13.12
6948939675996	【百草味】麻辣牛肉100gx3袋	肉类卤味	牛肉	麻辣牛肉	21.95
6948939676009	【百草味】麻辣豆皮65gx3袋	豆干蔬菜	豆干制品	吮指豆皮	7.07
6948939676016	【百草味】榴莲果粒酸奶块54gx2盒	果干蜜饯枣	果干蜜饯	果粒酸奶块	22.36
6948939676023	【百草味】金琥珀核桃仁80gx2袋	坚果炒货	果仁	琥珀核桃仁	14.72
6948939676030	【百草味】夹心麻薯(香芒+抹茶)210gx2袋	糕点点心	糯米制品	爆浆麻薯	12.28
6948939676047	【百草味】酱汁牛排味脆薯条28gx8袋	饼干膨化	膨化	脆脆条	9.43
6948939676054	【百草味】鸡蛋干(卤香味)200gx3袋	豆干蔬菜	豆干制品	鸡蛋干	19.19
6948939676061	【百草味】混合冻干水果30gx3袋	果干蜜饯枣	果干蜜饯	混合冻干水果	16.13
6948939676078	【百草味】陈皮梅片68gx4袋	果干蜜饯枣	梅类制品	陈皮梅片	20.23
6948939676092	【百草味】爆浆果汁软糖（蓝莓味）45gx3袋	糖果果冻	糖果	爆浆果汁软糖	11.3
6948939676108	【百草味】奥尔良风味烤肠（香辣+玉米）168gx2袋	肉类卤味	猪肉	奥尔良风味烤肠	14.32
6948939676115	【百草味】鱿鱼须（烧烤味）80gx2袋	海味零食	鱿鱼系列	鱿鱼须	16.18
6948939676122	【百草味】香辣卤藕180gx3袋	豆干蔬菜	蔬菜干	卤藕	16.1
6948939676139	【百草味】海带结（酸辣味）200gx3袋	海味零食	海带零食	海带结	16.85
6948939676153	【百草味】牛轧卷卷（蔓越莓味）150gx3盒	饼干膨化	饼干	牛轧卷卷	19.55
6948939676177	【百草味】虎皮凤爪（卤香味）160gx2袋	肉类卤味	鸡肉	虎皮凤爪	16.02
6948939676184	【百草味】海苔片（原味）16gx3袋	海味零食	海苔系列	海苔片	15.65
6948939676191	【百草味】秋葵脆50gx2袋	果干蜜饯枣	蔬果干	秋葵脆	12.02
6948939676214	【百草味】薄脆饼干（海苔味）308gx2盒	饼干膨化	饼干	薄脆饼干	16.12
6948939676221	【百草味】榴莲夹心白巧克力 62g	糖果果冻	巧克力	榴莲夹心白巧克力	18.88
6948939676238	【百草味】海盐榛仁巧克力 62g	糖果果冻	巧克力	海盐榛仁黑巧克力	9.38
6948939676245	【百草味】冻干黄桃干25g	果干蜜饯枣	果干蜜饯	冻干黄桃干	3.98
6948939676252	【百草味】烤黄桃 100g	果干蜜饯枣	果干蜜饯	烤黄桃	5.03
6948939676269	【百草味】果粒奶块50g	果干蜜饯枣	果干蜜饯	小瓶奶果粒奶块	8.88
6948939676276	【百草味】每日蔬果干（7天装）384g	果干蜜饯枣	蔬果干	每日蔬菜脆	38.62
6948939676290	【百草味】零食大礼包 1568g（双11京东欢聚enjoy）	礼盒	零食礼盒	零食欢聚enjoy大礼包（京东）	43.17
6948939676306	【百草味】核枣有礼1386g（红枣核桃礼盒）	果干蜜饯枣	枣类制品	果干礼盒	53.13
6948939676313	【百草味】枣想给你1584g（红枣礼盒）	果干蜜饯枣	枣类制品	枣想给你	47.7
6948939676320	【百草味】混合冻干水果礼盒（7天装）210g	果干蜜饯枣	果干蜜饯	混合冻干水果	39.42
6948939676337	【百草味】缤纷麻薯 720g	糕点点心	糯米制品	爆浆麻薯	22.5
6948939676375	【百草味】 味觉·城市 肉类零食礼盒  545g	肉类卤味	礼包组合	 味觉·城市 肉类零食礼盒 	36.86
6948939676382	【百草味】“猪猪”抱枕肉类零食礼包  435g	肉类卤味	礼包组合	“猪猪”抱枕礼包	43.37
6948939676399	【百草味】 肉食者的旅行 肉类零食礼盒  245g	肉类卤味	礼包组合	肉食者的旅行礼盒	35.43
6948939676405	【百草味】老城记忆手提袋	耗材-包装物	袋子	0	2.04
6948939676412	【百草味】东北松子240g(一百年系列定制款）	坚果炒货	坚果	东北松子	31.36
6948939676436	【百草味】巴旦木118g*5包/袋	坚果炒货	坚果	巴旦木	35.62
6948939676443	【百草味】炭烧腰果100g*5包/袋	坚果炒货	果仁	炭烧腰果	37.92
6948939676450	【百草味】蟹香蚕豆120g*5包/袋	坚果炒货	炒货	蚕豆	14.27
6948939676467	【百草味】兰花豆（盐焗味）120g*5包/袋	坚果炒货	炒货	兰花豆	14.27
6948939676474	【百草味】多味花生120g*5包/袋	坚果炒货	炒货	多味花生	12.29
6948939676481	【百草味】烘烤紫薯花生128g*5包/袋	坚果炒货	炒货	紫薯花生	17.78
6948939676498	【百草味】蟹香瓜子仁100g*5包/袋	坚果炒货	炒货	瓜子仁	12.44
6948939676504	【百草味】话梅西瓜子120g*5包/袋	坚果炒货	炒货	西瓜子	18.89
6948939676511	【百草味】南瓜子100g*5包/袋	坚果炒货	炒货	南瓜子	17.7
6948939676528	【百草味】综合蔬果条50g*5包/袋	饼干膨化	膨化	混合蔬果条	19.28
6948939676535	【百草味】黄金玉米豆70g*5包/袋	饼干膨化	膨化	黄金玉米豆	9.03
6948939676542	【百草味】牛板筋（麻辣味）63g*5包/袋	肉类卤味	牛肉	牛板筋	21.03
6948939676559	【百草味】麻辣牛肉60g*5包/袋	肉类卤味	牛肉	麻辣牛肉	20.78
6948939676566	【百草味】白芝麻猪肉脯60g*5包/袋	肉类卤味	猪肉	猪肉脯	20.77
6948939676573	【百草味】猪肉条（香辣味）60g*5包/袋	肉类卤味	猪肉	猪肉条	20.88
6948939676580	【百草味】精制猪肉脯60g*5包/袋	肉类卤味	猪肉	猪肉脯	20.77
6948939676597	【百草味】鸭脖（甜辣味）110g*5包/袋	肉类卤味	鸭肉	鸭脖	23.84
6948939676610	【百草味】无花果干100g*5包/袋	果干蜜饯枣	果干蜜饯	无花果干	32.48
6948939676634	【百草味】每日红枣甜心灰枣960g（京东定制）	果干蜜饯枣	枣类制品	每日红枣	20.78
6948939676894	【百草味】蔓越莓干100g*5包/袋	果干蜜饯枣	果干蜜饯	蔓越莓干	25.94
6948939676900	【百草味】芒果干120g*5包/袋	果干蜜饯枣	果干蜜饯	芒果干	36.27
6948939676917	【百草味】冻干榴莲干30g*5包/袋	果干蜜饯枣	果干蜜饯	冻干榴莲干	41.88
6948939676924	【百草味】菠萝干100g*5包/袋	果干蜜饯枣	果干蜜饯	菠萝干	27.65
6948939676931	【百草味】草莓干100g*5包/袋	果干蜜饯枣	果干蜜饯	草莓干	35.29
6948939676948	【百草味】红杏干100g*5包/袋	果干蜜饯枣	果干蜜饯	红杏干	23.81
6948939676955	【百草味】樱桃干100g*5包/袋	果干蜜饯枣	果干蜜饯	樱桃干	39.86
6948939676962	【百草味】黄桃干100g*5包/袋	果干蜜饯枣	果干蜜饯	黄桃干	24.25
6948939676979	【百草味】水晶柠檬片65g*5包/袋	果干蜜饯枣	果干蜜饯	水晶柠檬片	20.34
6948939676986	【百草味】木瓜干100g*5包/袋	果干蜜饯枣	果干蜜饯	木瓜干	26.77
6948939676993	【百草味】白桃干100g*5包/袋	果干蜜饯枣	果干蜜饯	白桃干	24.21
6948939677006	【百草味】无核绿葡萄干100g*5包/袋	果干蜜饯枣	葡萄干	无核绿葡萄干	18.05
6948939677013	【百草味】杨梅干100g*5包/袋	果干蜜饯枣	梅类制品	杨梅干	34.98
6948939677037	【百草味】秋葵脆50g*5包/袋	果干蜜饯枣	蔬果干	秋葵脆	22.13
6948939677044	【百草味】笑口板栗120g*5包/袋	坚果炒货	坚果	笑口板栗	20.83
6948939677051	【百草味】怪味胡豆麻辣味100g*5包/袋	坚果炒货	炒货	怪味胡豆	11.66
6948939677068	【百草味】小米锅巴(烧烤味)80g*5包/袋	饼干膨化	膨化	小米锅巴	13.78
6948939677075	【百草味】小米锅巴(麻辣味)80g*5包/袋	饼干膨化	膨化	小米锅巴	13.78
6948939677082	【百草味】拉面丸子(麻辣味）50g*5包/袋	饼干膨化	膨化	拉面丸子	7.98
6948939677099	【百草味】蔓越莓曲奇100g*5包/袋	饼干膨化	饼干	蔓越莓曲奇	17.92
6948939677112	【百草味】红糖麻花120g*5包/袋	糕点点心	传统糕点	红糖麻花	13.85
